"id_hecho","fecha","año","mes","dia","hora_detallada","hora","dia_semana","","direccion","comuna","tipo_de_calle","geocodificacion_caba","longitud","latitud","causante","afectado","n_victimas","","",""
"LC-2023-0477430","2023-08-18","2023","Agosto","18","9:20:00 PM","21","Viernes","RUÍZ HUIDOBRO AV. y LUGONES","Ruíz Huidobro Av. Y Lugones","12","Avenida","POINT(97268.70902 108326.9079)","-58.49305","-34.5542","Auto","Auto","1","","",""
"LC-2023-0477664","2023-08-18","2023","Agosto","18","1:50:00 PM","13","Viernes","ROOSEVELT FRANKLIN D. y MOLDES","Roosevelt Franklin D. Y Moldes","13","Calle","POINT(99998.01828 107775.7957)","-58.46332","-34.55917","Auto","Auto","1","","",""
"LC-2023-0477817","2023-08-18","2023","Agosto","18","8:30:00 PM","20","Viernes","GAONA AV. y SAN MARTÍN AV.","Gaona Av. Y San Martín Av.","15","Avenida","POINT(101563.9686 102402.1462)","-58.44624","-34.60761","Moto","Auto","2","","",""
"LC-2023-0477840","2023-08-18","2023","Agosto","18","9:30:00 PM","21","Viernes","ALCORTA, AMANCIO AV. y MONTEAGUDO","Alcorta, Amancio Av. Y Monteagudo","4","Avenida","POINT(105483.8143 97918.49847)","-58.40348","-34.64801","Bicicleta","Auto","1","","",""
"LC-2023-0477930","2023-08-18","2023","Agosto","18","11:30:00 PM","23","Viernes","CÓRDOBA AV. 3951","Córdoba Av. 3951","14","Avenida","POINT(103740.5702 103509.0685)","-58.42252","-34.59763","Moto","Transporte Público","1","","",""
"LC-2023-0478027","2023-08-18","2023","Agosto","18","2:20:00 PM","14","Viernes","MONTES DE OCA, MANUEL AV. y VALLE, ARISTOBULO DEL","Montes De Oca, Manuel Av. Y Valle, Aristobulo Del","4","Calle","POINT(108090.0482 99237.98386)","-58.37507","-34.6361","Auto","Utilitario","2","","",""
"LC-2023-0478054","2023-08-18","2023","Agosto","18","8:05:00 PM","20","Viernes","SARMIENTO y CALLAO AV.","Sarmiento Y Callao Av.","3","Avenida","POINT(106521.7974 102618.413)","-58.3922","-34.60564","Bicicleta","Auto","1","","",""
"LC-2023-0478055","2023-08-18","2023","Agosto","18","10:30:00 AM","10","Viernes","11 DE SEPTIEMBRE DE 1888 y RAMALLO","11 De Septiembre De 1888 Y Ramallo","13","Calle","POINT(99766.10107 109949.9012)","-58.46584","-34.53957","Auto","Auto","1","","",""
"LC-2023-0478149","2023-08-18","2023","Agosto","18","4:40:00 PM","16","Viernes","RIESTRA AV. y ACOSTA, MARIANO","Riestra Av. Y Acosta, Mariano","8","Avenida","POINT(100990.4397 96873.79244)","-58.45249","-34.65744","Moto","Auto","1","","",""
"LC-2023-0478229","2023-08-19","2023","Agosto","19","7:40:00 AM","7","Sábado","SAN JUAN AV. 2023","San Juan Av. 2023","3","Avenida","POINT(106355.129749 100693.411216)","-58.394","-34.623","Moto","Taxi","1","","",""
"LC-2023-0478248","2023-08-19","2023","Agosto","19","3:00:00 AM","3","Sábado","ÁLVAREZ THOMAS AV. 843","Álvarez Thomas Av. 843","13","Avenida","POINT(100873.8258 105522.7371)","-58.45377","-34.57948","Moto","Auto","1","","",""
"LC-2023-0478400","2023-08-19","2023","Agosto","19","6:30:00 AM","6","Sábado","PERÓN, EVA AV. y CARHUE","Perón, Eva Av. Y Carhue","9","Avenida","POINT(96874.11473 95321.06903)","-58.4974","-34.67144","Auto","Camión","1","","",""
"LC-2023-0478403","2023-08-19","2023","Agosto","19","11:00:00 AM","11","Sábado","ARTIGAS, JOSÉ GERVASIO, GRAL. y CAMARONES","Artigas, José Gervasio, Gral. Y Camarones","11","Calle","POINT(98878.84878 102168.1122)","-58.47552","-34.60972","Moto","Auto","1","","",""
"LC-2023-0478486","2023-08-19","2023","Agosto","19","10:21:00 AM","10","Sábado","ÁLVAREZ THOMAS AV. 2940","Álvarez Thomas Av. 2940","12","Avenida","POINT(98361.61343 106219.4803)","-58.48115","-34.5732","Auto","Auto","1","","",""
"LC-2023-0478573","2023-08-19","2023","Agosto","19","1:00:00 PM","13","Sábado","RIO DE JANEIRO 961","Rio De Janeiro 961","5","Calle","POINT(102885.5215 102751.4183)","-58.43184","-34.60446","Bicicleta","Auto","1","","",""
"LC-2023-0478821","2023-08-19","2023","Agosto","19","1:15:00 PM","13","Sábado","SUCRE, ANTONIO JOSÉ DE, MCAL. y RAMSAY","Sucre, Antonio José De, Mcal. Y Ramsay","13","Calle","POINT(102295.1212 108354.39)","-58.43829","-34.55395","Auto","Camión","2","","",""
"LC-2023-0478914","2023-08-19","2023","Agosto","19","11:20:00 AM","11","Sábado","ROOSEVELT FRANKLIN D. AV. y BAUNESS","Roosevelt Franklin D. Av. Y Bauness","12","Avenida","POINT(97706.10385 106099.8275)","-58.48829","-34.57428","Moto","Auto","1","","",""
"LC-2023-0478935","2023-08-19","2023","Agosto","19","11:30:00 AM","11","Sábado","CUBA y NUÑEZ","Cuba Y Nuñez","13","Calle","POINT(99795.19962 108935.9713)","-58.46553","-34.54871","Auto","Auto","1","","",""
"LC-2023-0478979","2023-08-19","2023","Agosto","19","3:21:00 PM","15","Sábado","PEDRAZA, MANUELA y AMENÁBAR","Pedraza, Manuela Y Amenábar","13","Calle","POINT(99557.25134 108492.1518)","-58.46812","-34.55271","Bicicleta","Auto","1","","",""
"LC-2023-0479049","2023-08-19","2023","Agosto","19","3:29:00 PM","15","Sábado","FERNÁNDEZ DE ENCISO y GONZÁLEZ, JOAQUIN V.","Fernández De Enciso Y González, Joaquin V.","11","Calle","POINT(95559.44852 103661.7381)","-58.5117","-34.59625","Peatón","Auto","1","","",""
"LC-2023-0479056","2023-08-19","2023","Agosto","19","4:50:00 PM","16","Sábado","CAJARAVILLA y OLIVERA AV.","Cajaravilla Y Olivera Av.","10","Avenida","POINT(97874.03555 98907.96181)","-58.48648","-34.63911","Moto","Auto","1","","",""
"LC-2023-0479127","2023-08-19","2023","Agosto","19","3:50:00 PM","15","Sábado","PAZ, GRAL. AV. 10798","Paz, Gral. Av. 10798","9","Av. General Paz","POINT(93985.2014707 98628.1039033)","-58.528903","-34.641619","Moto","Auto","1","","",""
"LC-2023-0479194","2023-08-19","2023","Agosto","19","6:00:00 PM","18","Sábado","ÁLVAREZ JONTE AV. y ARGERICH","Álvarez Jonte Av. Y Argerich","11","Avenida","POINT(98010.33039 102220.6292)","-58.48499","-34.60925","Moto","Auto","1","","",""
"LC-2023-0479205","2023-08-19","2023","Agosto","19","7:18:00 PM","19","Sábado","DIRECTORIO AV. 314","Directorio Av. 314","7","Avenida","POINT(102935.7203 100171.0605)","-58.43128","-34.62772","Moto","Auto","1","","",""
"LC-2023-0479454","2023-08-19","2023","Agosto","19","11:00:00 PM","23","Sábado","BOGOTÁ 3771","Bogotá 3771","10","Calle","POINT(98341.94659 99912.1209)","-58.48138","-34.63006","Peatón","Auto","1","","",""
"LC-2023-0479657","2023-08-19","2023","Agosto","19","10:30:00 PM","22","Sábado","SIMBRÓN y PADRE FAHY","Simbrón Y Padre Fahy","11","Calle","POINT(94689.70113 101509.2038)","-58.52119","-34.61565","Auto","Auto","1","","",""
"LC-2023-0479702","2023-08-19","2023","Agosto","19","4:00:00 PM","16","Sábado","BALBÍN, RICARDO, DR. AV. 4802","Balbín, Ricardo, Dr. Av. 4802","12","Avenida","POINT(96752.93402 108499.0098)","-58.5019","-34.55419","Peatón","Auto","1","","",""
"LC-2023-0479941","2023-08-20","2023","Agosto","20","7:40:00 AM","7","Domingo","PASEO COLÓN AV. 370","Paseo Colón Av. 370","1","Avenida","POINT(108652.0037 101920.0827)","-58.36897","-34.61192","Moto","Transporte Público","1","","",""
"LC-2023-0479963","2023-08-20","2023","Agosto","20","9:15:00 AM","9","Domingo","GAONA AV. y LAMARCA, EMILIO","Gaona Av. Y Lamarca, Emilio","11","Avenida","POINT(98400.7063418493 100609.043316978)","-58.48074","-34.623779","Moto","Auto","1","","",""
"LC-2023-0480076","2023-08-20","2023","Agosto","20","12:00:00 PM","12","Domingo","PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL.","Paz, Gral. Av. Y Dellepiane, Luis, Tte. Gral.","8","Av. General Paz","POINT(98181.87411 93671.85671)","-58.48314","-34.68631","Moto","Auto","1","","",""
"LC-2023-0480173","2023-08-20","2023","Agosto","20","5:30:00 PM","17","Domingo","GUALEGUAYCHÚ y HABANA","Gualeguaychú Y Habana","11","Calle","POINT(95194.87993 103327.806)","-58.51568","-34.59926","Auto","Auto","1","","",""
"LC-2023-0480210","2023-08-20","2023","Agosto","20","7:00:00 PM","19","Domingo","ARENALES y PELLEGRINI, CARLOS","Arenales Y Pellegrini, Carlos","1","Calle","POINT(107495.1785 103889.7804)","-58.3816","-34.59417","Moto","Auto","1","","",""
"LC-2023-0480313","2023-08-20","2023","Agosto","20","8:00:00 PM","20","Domingo","CABOTO y CAFFARENA, AGUSTÍN R.","Caboto Y Caffarena, Agustín R.","4","Calle","POINT(109713.4133 99904.5955)","-58.35737","-34.63008","Moto","Moto","1","","",""
"LC-2023-0480413","2023-08-20","2023","Agosto","20","9:40:00 PM","21","Domingo","TUCUMÁN y CALLAO AV.","Tucumán Y Callao Av.","3","Avenida","POINT(106485.538700453 103024.481643897)","-58.392596","-34.601986","Bicicleta","Auto","1","","",""
"LC-2023-0480613","2023-08-20","2023","Agosto","20","11:00:00 PM","23","Domingo","COMBATIENTES DE MALVINAS AV. y LA PAMPA","Combatientes De Malvinas Av. Y La Pampa","15","Avenida","POINT(98729.13108 105679.3203)","-58.47715","-34.57807","Moto","Moto","1","","",""
"LC-2023-0480915","2023-08-21","2023","Agosto","21","12:40:00 AM","0","Lunes","ORURO y CONSTITUCIÓN","Oruro Y Constitución","3","Calle","POINT(105098.9107 100219.4046)","-58.40769","-34.62727","Moto","Transporte Público","1","","",""
"LC-2023-0481149","2023-08-21","2023","Agosto","21","8:45:00 AM","8","Lunes","PERÓN, EVA AV. y SUÁREZ, JOSÉ LEON","Perón, Eva Av. Y Suárez, José Leon","9","Avenida","POINT(96660.27319 95152.28255)","-58.49973","-34.67296","Moto","Auto","1","","",""
"LC-2023-0481160","2023-08-21","2023","Agosto","21","9:50:00 AM","9","Lunes","REPÚBLICA BOLIVARIANA DE VENEZUELA y JUJUY AV.","República Bolivariana De Venezuela Y Jujuy Av.","3","Avenida","POINT(105387.469086719 101490.033547358)","-58.404557","-34.615824","Peatón","Auto","1","","",""
"LC-2023-0481219","2023-08-21","2023","Agosto","21","10:33:00 AM","10","Lunes","ESPINOSA y ARANGUREN, JUAN F., DR.","Espinosa Y Aranguren, Juan F., Dr.","6","Calle","POINT(101355.780448752 101358.21568285)","-58.448517","-34.617026","Moto","Auto","1","","",""
"LC-2023-0481537","2023-08-21","2023","Agosto","21","5:30:00 PM","17","Lunes","PRINGLES y DÍAZ VÉLEZ AV.","Pringles Y Díaz Vélez Av.","5","Avenida","POINT(103261.4837 102281.12)","-58.42774","-34.6087","Moto","Utilitario","1","","",""
"LC-2023-0481560","2023-08-21","2023","Agosto","21","7:45:00 PM","19","Lunes","SAN MARTÍN AV. y ÁLVAREZ, DONATO, TTE. GRAL. AV.","San Martín Av. Y Álvarez, Donato, Tte. Gral. Av.","15","Avenida","POINT(99848.98304 102931.6786)","-58.46494","-34.60284","Bicicleta","Auto","2","","",""
"LC-2023-0481623","2023-08-21","2023","Agosto","21","12:00:00 PM","12","Lunes","FRAY JUSTO SANTAMARÍA DE ORO y COSTA RICA","Fray Justo Santamaría De Oro Y Costa Rica","14","Calle","POINT(103022.978763723 104806.092301079)","-58.43035","-34.585942","Moto","Auto","1","","",""
"LC-2023-0481721","2023-08-22","2023","Agosto","22","5:40:00 AM","5","Martes","DIRECTORIO AV. y BRUIX AV.","Directorio Av. Y Bruix Av.","9","Avenida","POINT(97861.86164 98024.39598)","-58.48662","-34.64707","Bicicleta","Auto","1","","",""
"LC-2023-0481743","2023-08-22","2023","Agosto","22","8:10:00 AM","8","Martes","CAMPOS, LUIS M. AV. 1349","Campos, Luis M. Av. 1349","14","Avenida","POINT(101964.6875 107233.8175)","-58.44189","-34.56406","Moto","Auto","1","","",""
"LC-2023-0481760","2023-08-22","2023","Agosto","22","9:15:00 AM","9","Martes","AVELLANEDA AV. y MORELOS","Avellaneda Av. Y Morelos","6","Avenida","POINT(100759.0659 100936.4093)","-58.45502","-34.62082","Bicicleta","Utilitario","1","","",""
"LC-2023-0481843","2023-08-22","2023","Agosto","22","10:00:00 AM","10","Martes","ALBERDI, JUAN BAUTISTA AV. y MARTÍNEZ CASTRO","Alberdi, Juan Bautista Av. Y Martínez Castro","10","Avenida","POINT(98431.87057 99048.74317)","-58.4804","-34.63784","Peatón","Auto","1","","",""
"LC-2023-0481898","2023-08-22","2023","Agosto","22","12:25:00 PM","12","Martes","AMENÁBAR y NEWBERY, JORGE","Amenábar Y Newbery, Jorge","13","Calle","POINT(101843.69 106076.75)","-58.4432","-34.57449","Peatón","Auto","1","","",""
"LC-2023-0482222","2023-08-22","2023","Agosto","22","3:20:00 PM","15","Martes","SAN JUAN AV. y JUJUY AV.","San Juan Av. Y Jujuy Av.","3","Avenida","POINT(105605.5589 100607.4456)","-58.40217","-34.62377","Moto","Auto","1","","",""
"LC-2023-0482259","2023-08-22","2023","Agosto","22","4:22:00 PM","16","Martes","ANTEZANA y PUEYRREDÓN, HONORIO, DR. AV.","Antezana Y Pueyrredón, Honorio, Dr. Av.","15","Avenida","POINT(101530.9061 102556.0496)","-58.44661","-34.60622","Auto","Utilitario","1","","",""
"LC-2023-0482432","2023-08-22","2023","Agosto","22","4:24:00 PM","16","Martes","HELGUERA 539","Helguera 539","7","Calle","POINT(98923.87926 100413.216)","-58.47503","-34.62554","Auto","Auto","1","","",""
"LC-2023-0482834","2023-08-22","2023","Agosto","22","5:30:00 PM","17","Martes","INDEPENDENCIA AV. y LA RIOJA","Independencia Av. Y La Rioja","3","Avenida","POINT(105091.3669 101058.151)","-58.40778","-34.61971","Moto","Utilitario","1","","",""
"LC-2023-0483152","2023-08-22","2023","Agosto","22","12:10:00 PM","12","Martes","USPALLATA 830","Uspallata 830","4","Calle","POINT(108119.0521 99660.78318)","-58.37475","-34.63229","Auto","Auto","1","","",""
"LC-2023-0483326","2023-08-22","2023","Agosto","22","6:30:00 PM","18","Martes","PAZ, GRAL. AV. y BALBÍN, RICARDO, DR. AV.","Paz, Gral. Av. Y Balbín, Ricardo, Dr. Av.","12","Av. General Paz","POINT(96585.38799 108851.5036)","-58.5005","-34.54947","Peatón","Auto","1","","",""
"LC-2023-0483491","2023-08-22","2023","Agosto","22","4:50:00 PM","16","Martes","CORRIENTES AV. y DORREGO AV.","Corrientes Av. Y Dorrego Av.","15","Avenida","POINT(101440.2993 104167.4021)","-58.4476","-34.5917","Moto","Bicicleta","1","","",""
"LC-2023-0483563","2023-08-22","2023","Agosto","22","6:30:00 PM","18","Martes","LARREA y LAVALLE","Larrea Y Lavalle","3","Calle","POINT(105602.5534 102865.6675)","-58.40222","-34.60342","Moto","Utilitario","1","","",""
"LC-2023-0483762","2023-08-22","2023","Agosto","22","5:30:00 PM","17","Martes","GARAY, JUAN DE AV. 1272","Garay, Juan De Av. 1272","1","Avenida","POINT(107290.7417 100241.4857)","-58.38379","-34.62706","Moto","Auto","1","","",""
"LC-2023-0483840","2023-08-22","2023","Agosto","22","3:40:00 PM","15","Martes","JUSTO, JUAN B. AV. y ESPINOSA","Justo, Juan B. Av. Y Espinosa","15","Avenida","POINT(100539.0405 102829.107)","-58.45742","-34.60376","Bicicleta","Utilitario","1","","",""
"LC-2023-0483903","2023-08-22","2023","Agosto","22","6:00:00 PM","18","Martes","CÓRDOBA AV. y JUSTO, JUAN B. AV.","Córdoba Av. Y Justo, Juan B. Av.","15","Avenida","POINT(102297.98 104482.9235)","-58.43825","-34.58885","Moto","Auto","2","","",""
"LC-2023-0483959","2023-08-22","2023","Agosto","22","10:00:00 PM","22","Martes","BAIGORRIA y SANABRIA","Baigorria Y Sanabria","10","Calle","POINT(96137.71596 101889.8366)","-58.5054","-34.61222","Moto","Utilitario","1","","",""
"LC-2023-0484152","2023-08-22","2023","Agosto","22","8:30:00 PM","20","Martes","BUFANO, ALFREDO R. y DÍAZ, CESAR, GRAL.","Bufano, Alfredo R. Y Díaz, Cesar, Gral.","11","Calle","POINT(99133.99519 102014.6172)","-58.47274","-34.6111","Auto","Taxi","1","","",""
"LC-2023-0484433","2023-08-22","2023","Agosto","22","7:00:00 PM","19","Martes","MONROE AV. 3555","Monroe Av. 3555","12","Avenida","POINT(99294.60353 107117.6954)","-58.47098","-34.5651","Peatón","Auto","1","","",""
"LC-2023-0484503","2023-08-22","2023","Agosto","22","11:00:00 AM","11","Martes","RAMOS MEJÍA, JOSÉ MARÍA, DR. AV. 1308","Ramos Mejía, José María, Dr. Av. 1308","1","Avenida","POINT(108116.6897 104141.1758)","-58.37532","-34.5917","Peatón","Transporte Público","1","","",""
"LC-2023-0484577","2023-08-23","2023","Agosto","23","9:15:00 AM","9","Miércoles","LIMA 1102","Lima 1102","1","Calle","POINT(107511.1379 100602.5887)","-58.38026","-34.62448","Moto","Auto","1","","",""
"LC-2023-0484758","2023-08-23","2023","Agosto","23","12:00:00 AM","0","Miércoles","LAS HERAS GENERAL AV. y SALGUERO, JERÓNIMO","Las Heras General Av. Y Salguero, Jerónimo","14","Avenida","POINT(104872.6328 105216.3361)","-58.41019","-34.58223","Moto","Auto","1","","",""
"LC-2023-0484893","2023-08-23","2023","Agosto","23","1:00:00 PM","13","Miércoles","MAGARIÑOS CERVANTES, A. y MOCTEZUMA","Magariños Cervantes, A. Y Moctezuma","10","Calle","POINT(96969.28287 100513.5214)","-58.49634","-34.62463","Moto","Taxi","1","","",""
"LC-2023-0484953","2023-08-23","2023","Agosto","23","12:15:00 PM","12","Miércoles","MORENO, JOSÉ MARÍA AV. y ZELARRAYAN","Moreno, José María Av. Y Zelarrayan","7","Avenida","POINT(102925.3782 98758.16718)","-58.43139","-34.64045","Moto","Auto","1","","",""
"LC-2023-0485025","2023-08-23","2023","Agosto","23","12:20:00 PM","12","Miércoles","FRANCO y CUENCA","Franco Y Cuenca","12","Calle","POINT(95669.82635 105028.9029)","-58.51049","-34.58392","Moto","Utilitario","1","","",""
"LC-2023-0485139","2023-08-23","2023","Agosto","23","7:25:00 PM","19","Miércoles","PAZ, GRAL. AV. y FRAGUEIRO","Paz, Gral. Av. Y Fragueiro","10","Av. General Paz","POINT(93911.73489 100037.8343)","-58.52969","-34.62891","Moto","Auto","1","","",""
"LC-2023-0485146","2023-08-23","2023","Agosto","23","5:10:00 PM","17","Miércoles","RIVADAVIA AV. y SALTA","Rivadavia Av. Y Salta","1","Avenida","POINT(107322.2265 102292.7143)","-58.38347","-34.60857","Bicicleta","Auto","1","","",""
"LC-2023-0485171","2023-08-23","2023","Agosto","23","6:45:00 PM","18","Miércoles","ARAUJO y ACASSUSO","Araujo Y Acassuso","10","Calle","POINT(96147.24237 98704.47181)","-58.50532","-34.64094","Moto","Auto","1","","",""
"LC-2023-0485315","2023-08-23","2023","Agosto","23","2:10:00 PM","14","Miércoles","LAS HERAS GENERAL AV. y DÍAZ, CNEL. AV.","Las Heras General Av. Y Díaz, Cnel. Av.","14","Avenida","POINT(105241.0555 105080.5211)","-58.40617","-34.58345","Moto","Auto","1","","",""
"LC-2023-0485416","2023-08-23","2023","Agosto","23","7:50:00 PM","19","Miércoles","LAS HERAS GENERAL AV. y LAFINUR","Las Heras General Av. Y Lafinur","14","Avenida","POINT(104410.5659 105277.8007)","-58.41523","-34.58168","Bicicleta","Auto","1","","",""
"LC-2023-0485946","2023-08-23","2023","Agosto","23","3:00:00 PM","15","Miércoles","PAZ, GRAL. AV. y NAZARRE","Paz, Gral. Av. Y Nazarre","10","Av. General Paz","POINT(93891.37426 100392.3027)","-58.52991","-34.62571","Moto","Auto","1","","",""
"LC-2023-0486397","2023-08-23","2023","Agosto","23","1:30:00 PM","13","Miércoles","IGUAZU y CRUZ, OSVALDO","Iguazu Y Cruz, Osvaldo","4","Calle","POINT(105550.7308 97047.4094)","-58.40275","-34.65586","Moto","Auto","1","","",""
"LC-2023-0486523","2023-08-23","2023","Agosto","23","10:00:00 PM","22","Miércoles","TRIUNVIRATO AV. y DE LOS INCAS AV.","Triunvirato Av. Y De Los Incas Av.","15","Avenida","POINT(98989.75502 105324.7753)","-58.47431","-34.58127","Auto","Transporte Público","2","","",""
"LC-2023-0486597","2023-08-24","2023","Agosto","24","6:10:00 AM","6","Jueves","MORENO, PERITO AV. y LAFUENTE AV.","Moreno, Perito Av. Y Lafuente Av.","7","Avenida","POINT(100760.89527 97589.380553)","-58.455","-34.651","Peatón","Auto","1","","",""
"LC-2023-0486693","2023-08-24","2023","Agosto","24","12:40:00 AM","0","Jueves","BRASIL AV. y DON PEDRO DE MENDOZA AV.","Brasil Av. Y Don Pedro De Mendoza Av.","4","Avenida","POINT(109339.4179 100461.1587)","-58.36146","-34.62507","Moto","Transporte Público","1","","",""
"LC-2023-0487135","2023-08-24","2023","Agosto","24","10:00:00 AM","10","Jueves","PAVÓN 3392","Pavón 3392","5","Calle","POINT(104610.6039 99968.87395)","-58.41302","-34.62953","Moto","Auto","1","","",""
"LC-2023-0487564","2023-08-24","2023","Agosto","24","10:20:00 AM","10","Jueves","ZUVIRIA y BASUALDO","Zuviria Y Basualdo","8","Calle","POINT(98710.13226 96430.17962)","-58.47737","-34.66144","Moto","Auto","1","","",""
"LC-2023-0488567","2023-08-24","2023","Agosto","24","3:20:00 PM","15","Jueves","ÁLVAREZ, JULIÁN y EL SALVADOR","Álvarez, Julián Y El Salvador","14","Calle","POINT(103667.651 104111.737)","-58.42332","-34.59219","Peatón","Utilitario","1","","",""
"LC-2023-0489156","2023-08-24","2023","Agosto","24","8:35:00 PM","20","Jueves","GARAY, JUAN DE AV. y CATAMARCA","Garay, Juan De Av. Y Catamarca","3","Avenida","POINT(105585.477114815 100046.387985787)","-58.402388","-34.628837","Auto","Auto","1","","",""
"LC-2023-0489530","2023-08-24","2023","Agosto","24","11:56:00 PM","23","Jueves","BOEDO AV. 1535","Boedo Av. 1535","5","Avenida","POINT(104329.5745 99705.80834)","-58.41608","-34.63191","Moto","Auto","1","","",""
